Country.of.Origin,Region,Harvest.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Brazil,south of minas,2014,Yellow Bourbon,Natural / Dry,0.13192612137203166,0.1277139208173691,0.1303780964797914,0.13793103448275862,0.125,0.12903225806451613,0.1,0.1,0.1,0.12626262626262627,0.011904761904761904,0.1,0,0.0,Green,0,1260.0,1260.0,1260.0
Colombia,cauca,2013,Caturra,Washed / Wet,0.1303780964797914,0.1277139208173691,0.1303780964797914,0.12903225806451613,0.1303780964797914,0.12903225806451613,0.1,0.1,0.1,0.1303780964797914,0.011904761904761904,0.11,0,0.0,Green,1,1700.0,1700.0,1700.0
Kenya,blend,2012,SL34,Washed / Wet,0.1303780964797914,0.1277139208173691,0.13333333333333333,0.12903225806451613,0.12626262626262627,0.1303780964797914,0.1,0.1,0.1,0.1303780964797914,0.011904761904761904,0.0,0,0.0,Green,2,1200.0,1200.0,1200.0
Thailand,thailand,2012,Other,Washed / Wet,0.12626262626262627,0.12239902080783353,0.12239902080783353,0.11876484560570072,0.12376237623762376,0.12239902080783353,0.11534025374855825,0.11534025374855825,0.10718113612004287,0.11876484560570072,0.011904761904761904,0.12,0,0.0,Green,0,,,
Kenya,central kenya,2012,SL28,Washed / Wet,0.1303780964797914,0.12903225806451613,0.1303780964797914,0.12903225806451613,0.1277139208173691,0.1303780964797914,0.1,0.1,0.1,0.1303780964797914,0.011904761904761904,0.0,0,0.0,Bluish-Green,0,1650.0,1650.0,1650.0
Uganda,kasese,2012,Other,Washed / Wet,0.12626262626262627,0.12903225806451613,0.13192612137203166,0.1303780964797914,0.1303780964797914,0.1277139208173691,0.1,0.1,0.1,0.13192612137203166,0.011904761904761904,0.1,10,0.0,Green,26,1700.0,1700.0,1700.0
Thailand,,2011,,,0.13192612137203166,0.12903225806451613,0.13192612137203166,0.12903225806451613,0.13192612137203166,0.12903225806451613,0.1,0.1,0.1,0.125,0.011904761904761904,0.06,0,0.0,,0,,,
Brazil,south of minas,2018,Bourbon,Natural / Dry,0.13333333333333333,0.12903225806451613,0.13192612137203166,0.13333333333333333,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.11764705882352941,0.011916110581506196,0.0,0,0.0,Green,3,890.0,890.0,890.0
Mexico,veracruz,2017,Mundo Novo,Washed / Wet,0.1277139208173691,0.1277139208173691,0.13192612137203166,0.12626262626262627,0.1347708894878706,0.13333333333333333,0.1,0.1,0.1,0.1277139208173691,0.011916110581506196,0.11,0,0.0,Green,5,1300.0,1300.0,1300.0
Thailand,chiangrai,2015,Catimor,Natural / Dry,0.1303780964797914,0.12903225806451613,0.13333333333333333,0.1303780964797914,0.1303780964797914,0.1277139208173691,0.1,0.1,0.1,0.1277139208173691,0.011916110581506196,0.1,0,0.0,Bluish-Green,1,1350.0,1350.0,1350.0
Brazil,south of minas,2016,Bourbon,Natural / Dry,0.13192612137203166,0.1303780964797914,0.1303780964797914,0.12903225806451613,0.13192612137203166,0.1277139208173691,0.1,0.1,0.1,0.1277139208173691,0.011916110581506196,0.11,0,2.0,Green,7,934.0,934.0,934.0
Taiwan,"leye, alishan township, chiayi county 嘉義阿里山樂野村",2015,Typica,Washed / Wet,0.1277139208173691,0.12903225806451613,0.1277139208173691,0.12903225806451613,0.1277139208173691,0.12903225806451613,0.10718113612004287,0.1,0.1,0.1277139208173691,0.011916110581506196,0.11,0,0.0,Green,3,1200.0,1200.0,1200.0
Colombia,huila,2016,,,0.12903225806451613,0.1303780964797914,0.13333333333333333,0.12903225806451613,0.1277139208173691,0.12903225806451613,0.1,0.1,0.1,0.1303780964797914,0.011916110581506196,0.11,1,0.0,Green,2,442.0,442.0,442.0
Colombia,la plata,2016,,,0.12903225806451613,0.13192612137203166,0.13333333333333333,0.1277139208173691,0.12903225806451613,0.12626262626262627,0.1,0.1,0.1,0.13192612137203166,0.011916110581506196,0.0,1,3.0,,5,,,
Taiwan,台灣,2014,,Natural / Dry,0.12903225806451613,0.12903225806451613,0.13192612137203166,0.12903225806451613,0.12903225806451613,0.1303780964797914,0.1,0.1,0.1,0.1303780964797914,0.011916110581506196,0.0,0,0.0,Blue-Green,0,,,
Colombia,huila,2015,,Washed / Wet,0.12626262626262627,0.1303780964797914,0.13333333333333333,0.1277139208173691,0.13192612137203166,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011916110581506196,0.0,0,0.0,,0,,,
Colombia,huila,2014,,Washed / Wet,0.1277139208173691,0.12903225806451613,0.13192612137203166,0.13192612137203166,0.12903225806451613,0.12903225806451613,0.1,0.1,0.1,0.1303780964797914,0.011916110581506196,0.0,1,0.0,None,1,,,
Colombia,huila,2014,Caturra,Washed / Wet,0.12903225806451613,0.13192612137203166,0.1303780964797914,0.1277139208173691,0.1277139208173691,0.1303780964797914,0.1,0.1,0.1,0.13192612137203166,0.011916110581506196,0.0,0,0.0,Green,1,1600.0,1950.0,1775.0
Taiwan,台中和平區,2014,Typica,Washed / Wet,0.125,0.12626262626262627,0.12626262626262627,0.12626262626262627,0.1303780964797914,0.1364256480218281,0.1,0.1,0.1,0.1394700139470014,0.011916110581506196,0.06,0,0.0,Green,0,950.0,950.0,950.0
Colombia,santander,2014,Caturra,Natural / Dry,0.1303780964797914,0.1277139208173691,0.1303780964797914,0.12903225806451613,0.1303780964797914,0.1277139208173691,0.1,0.1,0.1,0.13333333333333333,0.011916110581506196,0.12,0,0.0,Green,3,1550.0,1550.0,1550.0
Mexico,xicotepec de juarez,2012,Typica,Washed / Wet,0.1303780964797914,0.12903225806451613,0.13192612137203166,0.1303780964797914,0.12903225806451613,0.1277139208173691,0.1,0.1,0.1,0.1303780964797914,0.011916110581506196,0.12,10,0.0,Blue-Green,32,900.0,900.0,900.0
Mexico,la concordia,2012,Typica,Washed / Wet,0.13333333333333333,0.1303780964797914,0.13192612137203166,0.1277139208173691,0.12903225806451613,0.12903225806451613,0.1,0.1,0.1,0.1277139208173691,0.011916110581506196,0.11,0,0.0,,2,1500.0,1500.0,1500.0
Mexico,la yerbabuena,2012,Typica,Washed / Wet,0.12903225806451613,0.12626262626262627,0.1277139208173691,0.12626262626262627,0.12903225806451613,0.1303780964797914,0.10718113612004287,0.1,0.1,0.12903225806451613,0.011916110581506196,0.0,0,0.0,Green,2,1400.0,1400.0,1400.0
Colombia,nariño,2017,Caturra,Washed / Wet,0.12626262626262627,0.13192612137203166,0.13333333333333333,0.1277139208173691,0.13192612137203166,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011928903733746868,0.0,1,0.0,Green,6,2527.0,2527.0,2527.0
Colombia,huila,2016,Caturra,,0.1277139208173691,0.1303780964797914,0.13333333333333333,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.1,0.1,0.1,0.13192612137203166,0.011928903733746868,0.0,1,2.0,Green,0,,,
Costa Rica,tarrazu,2015,Caturra,Washed / Wet,0.1303780964797914,0.1303780964797914,0.12903225806451613,0.1303780964797914,0.13333333333333333,0.12903225806451613,0.1,0.1,0.1,0.1277139208173691,0.011928903733746868,0.0,0,0.0,Blue-Green,0,1850.0,1850.0,1850.0
Guatemala,antigua,2016,Bourbon,Washed / Wet,0.12903225806451613,0.12903225806451613,0.13333333333333333,0.12903225806451613,0.1277139208173691,0.13192612137203166,0.1,0.1,0.1,0.1303780964797914,0.011928903733746868,0.11,0,7.0,Green,6,1500.0,1500.0,1500.0
Taiwan,台灣,2016,,,0.12903225806451613,0.1303780964797914,0.13333333333333333,0.12903225806451613,0.12903225806451613,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011928903733746868,0.0,0,0.0,,0,1200.0,1200.0,1200.0
Brazil,south of minas,2016,Yellow Bourbon,Natural / Dry,0.13793103448275862,0.13192612137203166,0.1347708894878706,0.125,0.12903225806451613,0.1277139208173691,0.1,0.1,0.1,0.125,0.011928903733746868,0.0,0,0.0,Green,0,1.0,1.0,1.0
Taiwan,"dongshan dist., tainan city 臺南市東山區",2014,Typica,Washed / Wet,0.1303780964797914,0.12903225806451613,0.1303780964797914,0.12903225806451613,0.1347708894878706,0.12903225806451613,0.1,0.1,0.1,0.1277139208173691,0.011928903733746868,0.0,0,0.0,Green,1,480.0,570.0,525.0
Ethiopia,oromia,2014,,Natural / Dry,0.12903225806451613,0.12903225806451613,0.1303780964797914,0.1303780964797914,0.13192612137203166,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011928903733746868,0.12,0,0.0,Green,4,1650.0,1703.0,1676.5
Brazil,south of minas,2015,Bourbon,Semi-washed / Semi-pulped,0.1303780964797914,0.1303780964797914,0.13192612137203166,0.13333333333333333,0.1277139208173691,0.12239902080783353,0.1,0.1,0.10718113612004287,0.12376237623762376,0.011928903733746868,0.0,0,0.0,Green,1,1200.0,1200.0,1200.0
Costa Rica,central valley,2013,Catuai,Washed / Wet,0.1277139208173691,0.1347708894878706,0.13333333333333333,0.1277139208173691,0.12903225806451613,0.1277139208173691,0.1,0.1,0.1,0.1303780964797914,0.011928903733746868,0.1,0,0.0,Green,3,1200.0,1400.0,1300.0
Guatemala,oriente,2014,Bourbon,Washed / Wet,0.13192612137203166,0.1277139208173691,0.1364256480218281,0.125,0.13192612137203166,0.12903225806451613,0.1,0.1,0.1,0.12903225806451613,0.011928903733746868,0.1,0,0.0,Green,1,1219.2,1219.2,1219.2
Brazil,south of minas,2014,Yellow Bourbon,Natural / Dry,0.12626262626262627,0.13333333333333333,0.1364256480218281,0.1303780964797914,0.12239902080783353,0.13333333333333333,0.1,0.1,0.1,0.12903225806451613,0.011928903733746868,0.1,0,0.0,Green,0,1260.0,1260.0,1260.0
Ecuador,"province of manabi, ecuador",2013,,Natural / Dry,0.13333333333333333,0.1303780964797914,0.13192612137203166,0.12903225806451613,0.1277139208173691,0.1277139208173691,0.1,0.1,0.1,0.1303780964797914,0.011928903733746868,0.09,0,0.0,Bluish-Green,0,800.0,800.0,800.0
Colombia,huila,2013,Caturra,Washed / Wet,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.1277139208173691,0.13192612137203166,0.1303780964797914,0.1,0.1,0.1,0.12626262626262627,0.011928903733746868,0.11,0,0.0,Green,1,1750.0,1750.0,1750.0
Guatemala,oriente,2013,Bourbon,Washed / Wet,0.13333333333333333,0.1277139208173691,0.13333333333333333,0.1277139208173691,0.1277139208173691,0.1303780964797914,0.1,0.1,0.1,0.1303780964797914,0.011928903733746868,0.11,0,0.0,Green,3,1310.64,1310.64,1310.64
Mexico,petatlan,2012,Bourbon,Natural / Dry,0.1303780964797914,0.125,0.1303780964797914,0.1347708894878706,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.12626262626262627,0.011928903733746868,0.1,0,0.0,Green,2,1218.0,1218.0,1218.0
Mexico,"la concordia, chiapas",2012,Pacas,Natural / Dry,0.1303780964797914,0.13192612137203166,0.13333333333333333,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.1,0.1,0.1,0.1277139208173691,0.011928903733746868,0.11,0,0.0,,4,1300.0,1300.0,1300.0
Brazil,carmo de minas,2012,Yellow Bourbon,Semi-washed / Semi-pulped,0.1277139208173691,0.1277139208173691,0.13192612137203166,0.1303780964797914,0.13333333333333333,0.13192612137203166,0.1,0.1,0.1,0.1277139208173691,0.011928903733746868,0.12,0,0.0,Green,3,1250.0,1250.0,1250.0
Thailand,"doi chaang village, chiang rai, thialand",2011,,,0.12903225806451613,0.12903225806451613,0.13192612137203166,0.125,0.1303780964797914,0.13192612137203166,0.1,0.1,0.1,0.13333333333333333,0.011928903733746868,0.02,0,0.0,,2,1499.9208,1499.9208,1499.9208
Thailand,,2011,,,0.13333333333333333,0.1277139208173691,0.13192612137203166,0.13192612137203166,0.12903225806451613,0.1277139208173691,0.1,0.1,0.1,0.12903225806451613,0.011928903733746868,0.01,0,0.0,,0,,,
Ethiopia,sidamo,2010,,,0.13192612137203166,0.1277139208173691,0.13192612137203166,0.125,0.1277139208173691,0.13333333333333333,0.1,0.1,0.1,0.13333333333333333,0.011928903733746868,0.1,0,0.0,,3,,,
Kenya,nyeri,,SL28,Washed / Wet,0.12903225806451613,0.13192612137203166,0.13333333333333333,0.13192612137203166,0.12903225806451613,0.12903225806451613,0.1,0.1,0.1,0.1277139208173691,0.011940298507462687,0.11,0,0.0,Green,2,1800.0,1800.0,1800.0
Brazil,south of minas,2018,Bourbon,Natural / Dry,0.1303780964797914,0.1303780964797914,0.13192612137203166,0.12903225806451613,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.11,0,0.0,Green,5,890.0,890.0,890.0
Colombia,huila,2017,Caturra,Washed / Wet,0.1277139208173691,0.1277139208173691,0.13192612137203166,0.13192612137203166,0.13192612137203166,0.13192612137203166,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.11,0,0.0,Green,1,442.0,442.0,442.0
Taiwan,"台南市東山區 (dongshan dist., tainan city)",2016,Typica,Natural / Dry,0.1303780964797914,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.1303780964797914,0.1277139208173691,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.0,0,0.0,Green,0,750.0,750.0,750.0
Colombia,huila,2016,,Washed / Wet,0.12626262626262627,0.12903225806451613,0.13333333333333333,0.1303780964797914,0.12903225806451613,0.13333333333333333,0.1,0.1,0.1,0.1303780964797914,0.011940298507462687,0.0,1,0.0,Green,4,,,
China,yunnan,2015,Catimor,Washed / Wet,0.1277139208173691,0.12903225806451613,0.1303780964797914,0.13333333333333333,0.13192612137203166,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.1,0,1.0,Green,2,1650.0,1650.0,1650.0
Colombia,huila,2016,Caturra,Natural / Dry,0.12903225806451613,0.1303780964797914,0.13333333333333333,0.1303780964797914,0.13192612137203166,0.1277139208173691,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.0,0,0.0,Green,0,442.0,442.0,442.0
Uganda,west nile,2013,Bourbon,Natural / Dry,0.125,0.12626262626262627,0.13192612137203166,0.12903225806451613,0.1364256480218281,0.13333333333333333,0.1,0.1,0.1,0.1303780964797914,0.011940298507462687,0.12,0,0.0,Green,0,1400.0,1400.0,1400.0
United States (Puerto Rico),yauco region,2013,Other,Washed / Wet,0.1277139208173691,0.1277139208173691,0.1277139208173691,0.1303780964797914,0.125,0.12239902080783353,0.10718113612004287,0.10718113612004287,0.1,0.12903225806451613,0.011940298507462687,0.12,0,0.0,Green,1,853.44,853.44,853.44
Colombia,huila,2014,Caturra,Washed / Wet,0.1303780964797914,0.1303780964797914,0.1303780964797914,0.12626262626262627,0.13333333333333333,0.1303780964797914,0.1,0.1,0.1,0.1303780964797914,0.011940298507462687,0.0,0,0.0,Green,5,1600.0,1950.0,1775.0
Colombia,huila,2014,Other,Washed / Wet,0.1303780964797914,0.1347708894878706,0.1347708894878706,0.1347708894878706,0.125,0.12004801920768307,0.1,0.1,0.1,0.13333333333333333,0.011940298507462687,0.0,0,0.0,Green,3,1500.0,1600.0,1550.0
Colombia,huila,2013,Caturra,Washed / Wet,0.13192612137203166,0.1303780964797914,0.12903225806451613,0.1303780964797914,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.0,0,0.0,Blue-Green,1,1750.0,1750.0,1750.0
Colombia,huila,2013,Caturra,Washed / Wet,0.12903225806451613,0.1303780964797914,0.12903225806451613,0.13192612137203166,0.1347708894878706,0.125,0.1,0.1,0.1,0.13192612137203166,0.011940298507462687,0.11,0,0.0,Green,3,1750.0,1750.0,1750.0
United States (Hawaii),kona,2013,Hawaiian Kona,Natural / Dry,0.13793103448275862,0.1347708894878706,0.1303780964797914,0.13192612137203166,0.1277139208173691,0.12121212121212122,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.0,0,0.0,Bluish-Green,0,,,
Mexico,"huazalingo, hidalgo",2012,Caturra,Natural / Dry,0.1277139208173691,0.13192612137203166,0.13192612137203166,0.13333333333333333,0.12903225806451613,0.1303780964797914,0.1,0.1,0.1,0.1277139208173691,0.011940298507462687,0.13,5,0.0,None,5,700.0,700.0,700.0
Guatemala,quetzaltenango,2012,Caturra,Washed / Wet,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.1303780964797914,0.12903225806451613,0.12903225806451613,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.11,0,0.0,Bluish-Green,1,1300.0,1300.0,1300.0
Colombia,cauca,2011,,,0.1277139208173691,0.1277139208173691,0.13192612137203166,0.1364256480218281,0.1347708894878706,0.1303780964797914,0.1,0.1,0.1,0.12376237623762376,0.011940298507462687,0.1,0,0.0,,1,1600.0,1600.0,1600.0
Colombia,cundinamarca,2010,,,0.12903225806451613,0.1303780964797914,0.13793103448275862,0.13793103448275862,0.13192612137203166,0.11764705882352941,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.06,0,0.0,,1,1600.0,1600.0,1600.0
United States (Hawaii),kona,,,,0.1277139208173691,0.1303780964797914,0.12903225806451613,0.1303780964797914,0.13192612137203166,0.13333333333333333,0.1,0.1,0.1,0.12903225806451613,0.011940298507462687,0.0,0,0.0,,0,,,
Brazil,south of minas,2018,Bourbon,Natural / Dry,0.1303780964797914,0.1277139208173691,0.13333333333333333,0.1303780964797914,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.1277139208173691,0.011951715071112704,0.11,0,0.0,Green,2,890.0,890.0,890.0
Kenya,meru county,2017,SL28,Washed / Wet,0.12376237623762376,0.1303780964797914,0.1303780964797914,0.13192612137203166,0.13793103448275862,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011951715071112704,0.11,0,0.0,Bluish-Green,0,1700.0,1700.0,1700.0
Honduras,comayagua,2016,Caturra,Washed / Wet,0.13333333333333333,0.13333333333333333,0.1303780964797914,0.1303780964797914,0.125,0.125,0.1,0.1,0.1,0.1364256480218281,0.011951715071112704,0.1,0,0.0,Green,2,1400.0,1400.0,1400.0
Nicaragua,jinotega,2016,Caturra,Washed / Wet,0.1303780964797914,0.12903225806451613,0.1303780964797914,0.1303780964797914,0.1277139208173691,0.13192612137203166,0.1,0.1,0.1,0.13333333333333333,0.011951715071112704,0.1,0,0.0,Green,3,1250.0,1250.0,1250.0
Brazil,south of minas,2016,Bourbon,Natural / Dry,0.13192612137203166,0.12903225806451613,0.13192612137203166,0.12903225806451613,0.13192612137203166,0.13192612137203166,0.1,0.1,0.1,0.1277139208173691,0.011951715071112704,0.11,0,2.0,Green,3,934.0,934.0,934.0
Taiwan,"leye, alishan township, chiayi county",2015,Caturra,Natural / Dry,0.13333333333333333,0.1303780964797914,0.1364256480218281,0.12626262626262627,0.1277139208173691,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011951715071112704,0.1,0,0.0,Bluish-Green,0,1200.0,1200.0,1200.0
Costa Rica,west valley,,,,0.1364256480218281,0.1303780964797914,0.1303780964797914,0.13333333333333333,0.1303780964797914,0.13333333333333333,0.1,0.1,0.1,0.12004801920768307,0.011951715071112704,0.11,0,0.0,Blue-Green,1,1350.0,1350.0,1350.0
Thailand,thailand,2014,,Washed / Wet,0.13333333333333333,0.12903225806451613,0.13192612137203166,0.1277139208173691,0.1303780964797914,0.13192612137203166,0.1,0.1,0.1,0.12903225806451613,0.011951715071112704,0.12,0,0.0,Bluish-Green,0,800.0,800.0,800.0
Colombia,huila,2015,Caturra,Washed / Wet,0.13333333333333333,0.12903225806451613,0.13333333333333333,0.12903225806451613,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.1277139208173691,0.011951715071112704,0.11,0,0.0,,4,1550.0,1700.0,1625.0
Guatemala,huehuetenango,2014,Bourbon,Washed / Wet,0.125,0.13333333333333333,0.1364256480218281,0.125,0.125,0.125,0.10718113612004287,0.1,0.1,0.13333333333333333,0.011951715071112704,0.1,0,0.0,Green,0,1356.6648,1356.6648,1356.6648
Colombia,huila supremo,2013,Caturra,Washed / Wet,0.1277139208173691,0.12903225806451613,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.1303780964797914,0.1,0.1,0.1,0.13192612137203166,0.011951715071112704,0.0,0,0.0,Green,3,1750.0,1750.0,1750.0
Colombia,huila,2013,Caturra,Washed / Wet,0.1303780964797914,0.1303780964797914,0.1303780964797914,0.1303780964797914,0.1364256480218281,0.12903225806451613,0.1,0.1,0.1,0.12626262626262627,0.011951715071112704,0.0,0,0.0,Green,1,1800.0,2000.0,1900.0
Guatemala,oriente,2013,Bourbon,Washed / Wet,0.1303780964797914,0.1303780964797914,0.1347708894878706,0.1303780964797914,0.125,0.12903225806451613,0.1,0.1,0.1,0.13333333333333333,0.011951715071112704,0.12,1,0.0,Green,3,1310.64,1310.64,1310.64
Guatemala,oriente,2013,Bourbon,Washed / Wet,0.1277139208173691,0.1303780964797914,0.1364256480218281,0.1303780964797914,0.1303780964797914,0.1277139208173691,0.1,0.1,0.1,0.1303780964797914,0.011951715071112704,0.11,0,0.0,Green,2,1310.64,1310.64,1310.64
Colombia,huila,2012,Caturra,Washed / Wet,0.12903225806451613,0.12903225806451613,0.13192612137203166,0.1277139208173691,0.1394700139470014,0.12903225806451613,0.1,0.1,0.1,0.1277139208173691,0.011951715071112704,0.11,0,0.0,Green,1,1750.0,1750.0,1750.0
Guatemala,oriente,2012,Caturra,Natural / Dry,0.12239902080783353,0.12239902080783353,0.1277139208173691,0.1303780964797914,0.12376237623762376,0.12903225806451613,0.10718113612004287,0.10718113612004287,0.10718113612004287,0.125,0.011951715071112704,0.11,0,0.0,Green,1,1450.0,1450.0,1450.0
Guatemala,oriente,2012,Bourbon,Washed / Wet,0.1303780964797914,0.12239902080783353,0.13333333333333333,0.1347708894878706,0.13192612137203166,0.1277139208173691,0.1,0.1,0.1,0.13333333333333333,0.011951715071112704,0.11,0,0.0,Green,13,1310.64,1310.64,1310.64
Mexico,xicotepec de juarez,2012,Typica,Washed / Wet,0.1303780964797914,0.13333333333333333,0.13333333333333333,0.1364256480218281,0.1277139208173691,0.12121212121212122,0.1,0.1,0.1,0.13192612137203166,0.011951715071112704,0.12,4,0.0,Green,11,1100.0,1100.0,1100.0
Indonesia,east java,2012,Typica,Washed / Wet,0.12239902080783353,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.1347708894878706,0.1303780964797914,0.1,0.1,0.1,0.13192612137203166,0.011951715071112704,0.12,0,0.0,Green,0,1200.0,1600.0,1400.0
Guatemala,"sacatepequez, guatemala",2012,Caturra,Washed / Wet,0.1303780964797914,0.13333333333333333,0.1364256480218281,0.125,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.1277139208173691,0.011951715071112704,0.1,0,0.0,Green,0,1524.0,1524.0,1524.0
United States (Hawaii),,,,,0.12903225806451613,0.125,0.12626262626262627,0.12376237623762376,0.12903225806451613,0.125,0.10718113612004287,0.10718113612004287,0.10718113612004287,0.12239902080783353,0.011951715071112704,0.0,0,0.0,,0,,,
Brazil,south of minas,2018,Bourbon,Natural / Dry,0.13192612137203166,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.1303780964797914,0.13192612137203166,0.1,0.1,0.1,0.12626262626262627,0.011964584828906437,0.11,0,0.0,Green,5,890.0,890.0,890.0
Guatemala,huehuetenango,2016,Caturra,Washed / Wet,0.12903225806451613,0.12903225806451613,0.13333333333333333,0.1277139208173691,0.13192612137203166,0.13192612137203166,0.1,0.1,0.1,0.13192612137203166,0.011964584828906437,0.11,0,1.0,Green,0,1128.3696,1128.3696,1128.3696
Colombia,huila,2016,Caturra,Washed / Wet,0.12903225806451613,0.12903225806451613,0.13192612137203166,0.13192612137203166,0.1303780964797914,0.13192612137203166,0.1,0.1,0.1,0.1303780964797914,0.011964584828906437,0.11,0,0.0,Green,4,,,
China,yunnan,2015,Catimor,Washed / Wet,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.13192612137203166,0.1303780964797914,0.12903225806451613,0.1,0.1,0.1,0.12903225806451613,0.011964584828906437,0.1,0,1.0,Green,4,1100.0,1100.0,1100.0
Colombia,huila,2015,Caturra,Washed / Wet,0.1303780964797914,0.12903225806451613,0.13192612137203166,0.1303780964797914,0.12903225806451613,0.13192612137203166,0.1,0.1,0.1,0.13192612137203166,0.011964584828906437,0.12,0,0.0,Green,3,1600.0,1950.0,1775.0
Mexico,"chiapas, jaltenango",2014,Caturra,Washed / Wet,0.12903225806451613,0.12903225806451613,0.13192612137203166,0.13192612137203166,0.13333333333333333,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011964584828906437,0.12,1,0.0,Green,13,1200.0,1200.0,1200.0
Ethiopia,yirgacheffe,2014,Other,Washed / Wet,0.12903225806451613,0.1303780964797914,0.13192612137203166,0.1303780964797914,0.13333333333333333,0.1303780964797914,0.1,0.1,0.1,0.12903225806451613,0.011964584828906437,0.0,0,0.0,,7,1700.0,2000.0,1850.0
Uganda,eastern,2013,SL14,Washed / Wet,0.1303780964797914,0.1303780964797914,0.1347708894878706,0.12903225806451613,0.12903225806451613,0.1303780964797914,0.1,0.1,0.1,0.1303780964797914,0.011964584828906437,0.12,0,0.0,Green,5,1800.0,1800.0,1800.0
Colombia,cundinamarca,2014,Caturra,Natural / Dry,0.1303780964797914,0.13192612137203166,0.1303780964797914,0.1303780964797914,0.1303780964797914,0.1303780964797914,0.1,0.1,0.1,0.1303780964797914,0.011964584828906437,0.0,0,0.0,Green,0,1600.0,1600.0,1600.0
Colombia,santander,2014,Caturra,Washed / Wet,0.1303780964797914,0.13192612137203166,0.1303780964797914,0.13192612137203166,0.1303780964797914,0.12903225806451613,0.1,0.1,0.1,0.1303780964797914,0.011964584828906437,0.12,0,0.0,Green,1,1550.0,1550.0,1550.0
Colombia,santander,2014,Caturra,Washed / Wet,0.12903225806451613,0.13192612137203166,0.13333333333333333,0.13192612137203166,0.12903225806451613,0.1277139208173691,0.1,0.1,0.1,0.13192612137203166,0.011964584828906437,0.0,0,0.0,,0,1550.0,1550.0,1550.0
Taiwan,taichung xinshe 台中市新社區,2014,Typica,Other,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.13333333333333333,0.13192612137203166,0.1,0.1,0.1,0.13333333333333333,0.011964584828906437,0.11,0,0.0,Green,0,1000.0,1000.0,1000.0
Colombia,huila,2012,Caturra,Washed / Wet,0.1303780964797914,0.1303780964797914,0.13192612137203166,0.1303780964797914,0.12903225806451613,0.13192612137203166,0.1,0.1,0.1,0.1303780964797914,0.011964584828906437,0.11,0,0.0,Green,3,1600.0,1950.0,1775.0
Mexico,xalapa,2012,Typica,Washed / Wet,0.1277139208173691,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.1303780964797914,0.13192612137203166,0.1,0.1,0.1,0.1303780964797914,0.011964584828906437,0.12,0,0.0,,2,1000.0,1000.0,1000.0
Colombia,cundinamarca,2012,Caturra,Natural / Dry,0.1303780964797914,0.13192612137203166,0.13192612137203166,0.13192612137203166,0.1303780964797914,0.12903225806451613,0.1,0.1,0.1,0.12903225806451613,0.011964584828906437,0.11,0,0.0,Green,4,2136.0,2136.0,2136.0
Brazil,south of minas,2012,Catuai,Semi-washed / Semi-pulped,0.1277139208173691,0.12903225806451613,0.13333333333333333,0.12903225806451613,0.13333333333333333,0.13192612137203166,0.1,0.1,0.1,0.1303780964797914,0.011964584828906437,0.12,0,0.0,Blue-Green,2,1100.0,1100.0,1100.0
